Время,WELL_ID,WELL_OP_ID,CASING_DIAMETER,TUBING_DIAMETER,CHOKE_DIAMETER,PERF_DEPTH,PERF_DEPTH_DELTA,PROD_METHOD,PUMP_TYPE,PUMP_CAPACITY,LIQ_RATE_TH,PUMP_FREQ,PUMP_DEPTH,BUFFER_PRESSURE,INLINE_PRESSURE,SHUT_PRESSURE,LIQUID_LEVEL_DYN,CASING_PRESSURE,INTAKE_PRESSURE,FLOW_PRESSURE,OIL_RATE,LIQ_RATE,WATER_CUT,STATUS,BUBBLE_POINT_PRESSURE,GAS_FACTOR,SKIN,JD,OIL_VISCOSITY,LIQUID_VISCOSITY,OIL_COMPRESSIBILITY,OIL_DENSITY,WATER_DENSITY,PERF_THICKNESS,KH,PI,LIQ_RATE_TP_TECH,LIQ_RATE_TP_CORR_TECH,OIL_RATE_TP_TECH,JD_OPT,SKIN_CALC,PI_TP_SKIN,LIQ_RATE_TP_SKIN_CORR_TECH,LIQ_RATE_TP_SKIN_TECH,OIL_RATE_TP_SKIN_TECH,PEK,STAB_TIME,REMARKS,START_DATE,STOP_DATE,CONTOUR_RADIUS,IS_EFFICIENT,NON_STABLE,LAYER_FLOW_PRESSURE_FACT,SATURATED_THICKNESS,STATIC_CASING_PRESSURE,STATIC_LEVEL,PUMP_CURRENT,ROCKING_COUNT,PLUNGER_STROKE_LENGTH,PLUNGER_DIAMETER,ROD_TYPE,LIQ_RATE_TP,LIQ_RATE_TP_CORR,OIL_RATE_TP,LIQ_RATE_TP_SKIN,LIQ_RATE_TP_SKIN_CORR,OIL_RATE_TP_SKIN,ACT_TIME,PERIODICITY_TIME,PERIODICITY_WORK_TIME,PUMP_INSTALL_DATE,PAKER_TYPE_ID,PAKER_INSTALL_DATE,PAKER_DEPTH,PI_FIXED,KH_FIXED,PACKED_LIQ_RATE,LIQUID,OIL,CONFIRMED,UPSERTED_BY,UPSERTED_ON,SHUT_PRESSURE_INIT,MOTOR_TYPE,REPAIR_TYPE,START_AFTER_REPAIR,PUMP_CURRENT_NOM,SEPARATION_FACTOR,TEMPERATURE,WATER_VISCOSITY,TARGET_FLOW_PRESSURE
2015-03-01,11639,5366144,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,169.0,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.149536437094622,0.41,1.16466932978251,1.473,0.811,1.006,10.0,5.42746077950051,0.0305711219508223,3.24747529289153,3.24747529289153,0.816447763385859,0.540672049252974,-5.22449598994868,1.95752626687585,207.941932817893,207.941932817893,52.2786813297466,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.24747529289153,3.24747529289153,0.816447763385859,207.941932817893,207.941932817893,52.2786813297466,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 14:47:24.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2015-04-01,11639,5366145,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,169.0,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.149536437094622,0.41,1.16466932978251,1.473,0.811,1.006,10.0,5.42746077950051,0.0305711219508223,3.24747529289153,3.24747529289153,0.816447763385859,0.540672049252974,-5.22449598994868,1.95752626687585,207.941932817893,207.941932817893,52.2786813297466,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.24747529289153,3.24747529289153,0.816447763385859,207.941932817893,207.941932817893,52.2786813297466,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 14:47:24.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2015-05-01,11639,5366146,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,169.0,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.149536437094622,0.41,1.16466932978251,1.473,0.811,1.006,10.0,5.42746077950051,0.0305711219508223,3.24747529289153,3.24747529289153,0.816447763385859,0.540672049252974,-5.22449598994868,1.95752626687585,207.941932817893,207.941932817893,52.2786813297466,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.24747529289153,3.24747529289153,0.816447763385859,207.941932817893,207.941932817893,52.2786813297466,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 14:47:24.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2015-06-01,11639,5366147,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,169.0,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.149536437094622,0.41,1.16466932978251,1.473,0.811,1.006,10.0,5.42746077950051,0.0305711219508223,3.24747529289153,3.24747529289153,0.816447763385859,0.540672049252974,-5.22449598994868,1.95752626687585,207.941932817893,207.941932817893,52.2786813297466,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.24747529289153,3.24747529289153,0.816447763385859,207.941932817893,207.941932817893,52.2786813297466,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 14:47:24.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2015-07-01,11639,5366148,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,169.0,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.149536437094622,0.41,1.16466932978251,1.473,0.811,1.006,10.0,5.42746077950051,0.0305711219508223,3.24747529289153,3.24747529289153,0.816447763385859,0.540672049252974,-5.22449598994868,1.95752626687585,207.941932817893,207.941932817893,52.2786813297466,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.24747529289153,3.24747529289153,0.816447763385859,207.941932817893,207.941932817893,52.2786813297466,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 14:47:24.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2015-08-01,11639,5366149,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,169.0,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.149536437094622,0.41,1.16466932978251,1.473,0.811,1.006,10.0,5.42746077950051,0.0305711219508223,3.24747529289153,3.24747529289153,0.816447763385859,0.540672049252974,-5.22449598994868,1.95752626687585,207.941932817893,207.941932817893,52.2786813297466,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.24747529289153,3.24747529289153,0.816447763385859,207.941932817893,207.941932817893,52.2786813297466,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 14:47:24.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2015-09-01,11639,5366150,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,169.0,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.149536437094622,0.41,1.16466932978251,1.473,0.811,1.006,10.0,5.42746077950051,0.0305711219508223,3.24747529289153,3.24747529289153,0.816447763385859,0.540672049252974,-5.22449598994868,1.95752626687585,207.941932817893,207.941932817893,52.2786813297466,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.24747529289153,3.24747529289153,0.816447763385859,207.941932817893,207.941932817893,52.2786813297466,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 14:47:24.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2015-10-01,11639,5366151,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,169.0,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.149536437094622,0.41,1.16466932978251,1.473,0.811,1.006,10.0,5.42746077950051,0.0305711219508223,3.24747529289153,3.24747529289153,0.816447763385859,0.540672049252974,-5.22449598994868,1.95752626687585,207.941932817893,207.941932817893,52.2786813297466,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.24747529289153,3.24747529289153,0.816447763385859,207.941932817893,207.941932817893,52.2786813297466,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 14:47:24.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2015-11-01,11639,5366152,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,169.0,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.149536437094622,0.41,1.16466932978251,1.473,0.811,1.006,10.0,5.42746077950051,0.0305711219508223,3.24747529289153,3.24747529289153,0.816447763385859,0.540672049252974,-5.22449598994868,1.95752626687585,207.941932817893,207.941932817893,52.2786813297466,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.24747529289153,3.24747529289153,0.816447763385859,207.941932817893,207.941932817893,52.2786813297466,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 14:47:24.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2015-12-01,11639,5366153,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,223.8,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.15859381032507,0.41,1.16466932978251,1.473,0.811,1.006,10.0,3.48270916401875,0.0196169683942446,3.16005858018032,3.16005858018032,0.794470327643134,0.540672049252974,-5.22449598994868,1.95752626687585,315.334028747493,315.334028747493,79.2781281674073,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.16005858018032,3.16005858018032,0.794470327643134,315.334028747493,315.334028747493,79.2781281674073,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 14:47:24.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
